ntd_id,Agency,UZA Name,Reporter Type,months,pre_vrm,mean_speed,agency_upper,uza_upper,excluded_nyc_area,full_window,eligible_donor
90033,City of Tucson,"Tucson, AZ",Full Reporter,34,10386131.0,12.211525390813051,CITY OF TUCSON,"TUCSON, AZ",False,True,True
20004,Niagara Frontier Transportation Authority,"Buffalo, NY",Full Reporter,34,10131109.0,10.85701006220358,NIAGARA FRONTIER TRANSPORTATION AUTHORITY,"BUFFALO, NY",False,True,True
00002,Spokane Transit Authority,"Spokane, WA",Full Reporter,34,10034125.0,13.706745490542955,SPOKANE TRANSIT AUTHORITY,"SPOKANE, WA",False,True,True
90029,Omnitrans,"Riverside--San Bernardino, CA",Full Reporter,34,9802054.0,13.30908826281667,OMNITRANS,"RIVERSIDE--SAN BERNARDINO, CA",False,True,True
40004,Metropolitan Transit Authority,"Nashville-Davidson, TN",Full Reporter,34,9759540.0,12.296087500285688,METROPOLITAN TRANSIT AUTHORITY,"NASHVILLE-DAVIDSON, TN",False,True,True
00029,Snohomish County Public Transportation Benefit Area Corporation,"Seattle--Tacoma, WA",Full Reporter,34,9469381.0,14.221019038853044,SNOHOMISH COUNTY PUBLIC TRANSPORTATION BENEFIT AREA CORPORATION,"SEATTLE--TACOMA, WA",False,True,True
90023,Long Beach Transit,"Los Angeles--Long Beach--Anaheim, CA",Full Reporter,34,9414477.0,10.004447630608555,LONG BEACH TRANSIT,"LOS ANGELES--LONG BEACH--ANAHEIM, CA",False,True,True
40041,Hillsborough Area Regional Transit Authority,"Tampa--St. Petersburg, FL",Full Reporter,34,9272114.0,12.272592378586772,HILLSBOROUGH AREA REGIONAL TRANSIT AUTHORITY,"TAMPA--ST. PETERSBURG, FL",False,True,True
90009,San Mateo County Transit District,"San Francisco--Oakland, CA",Full Reporter,34,9086966.0,10.468622463393178,SAN MATEO COUNTY TRANSIT DISTRICT,"SAN FRANCISCO--OAKLAND, CA",False,True,True
40018,Transit Authority of River City,"Louisville/Jefferson County, KY--IN",Full Reporter,34,8831271.0,12.756813871767998,TRANSIT AUTHORITY OF RIVER CITY,"LOUISVILLE/JEFFERSON COUNTY, KY--IN",False,True,True
90031,Riverside Transit Agency,"Riverside--San Bernardino, CA",Full Reporter,34,8769952.0,13.346782476206911,RIVERSIDE TRANSIT AGENCY,"RIVERSIDE--SAN BERNARDINO, CA",False,True,True
60007,Fort Worth Transportation Authority,"Dallas--Fort Worth--Arlington, TX",Full Reporter,34,8345563.0,12.128828621465146,FORT WORTH TRANSPORTATION AUTHORITY,"DALLAS--FORT WORTH--ARLINGTON, TX",False,True,True
