month,treated_centered_speed,synthetic_centered_speed,gap_mph,post,treatment_column,treatment_definition
2024-06-01,0.03154661391928304,0.13595523767957166,-0.10440862376028862,False,max_share_ge_05pct,GeoJSON max shape share in CBD >= 5%
2024-07-01,0.2607182474971683,0.08387517127262291,0.17684307622454543,False,max_share_ge_05pct,GeoJSON max shape share in CBD >= 5%
2024-08-01,0.35842800474902425,0.1171389228127862,0.24128908193623805,False,max_share_ge_05pct,GeoJSON max shape share in CBD >= 5%
2024-09-01,-0.1818383067991025,-0.18536428523606407,0.003525978436961563,False,max_share_ge_05pct,GeoJSON max shape share in CBD >= 5%
2024-10-01,-0.11826391551431659,0.07972618610495999,-0.19799010161927658,False,max_share_ge_05pct,GeoJSON max shape share in CBD >= 5%
2024-11-01,-0.11000965300098375,0.01911680338033732,-0.1291264563813211,False,max_share_ge_05pct,GeoJSON max shape share in CBD >= 5%
2024-12-01,0.009469612894682733,-0.02445226217334723,0.03392187506802996,False,max_share_ge_05pct,GeoJSON max shape share in CBD >= 5%
2025-01-01,0.32134481874576704,-0.18416038259248557,0.5055052013382526,True,max_share_ge_05pct,GeoJSON max shape share in CBD >= 5%
2025-02-01,0.417790014734555,-0.014316697963656665,0.43210671269821166,True,max_share_ge_05pct,GeoJSON max shape share in CBD >= 5%
2025-03-01,0.23919414551776708,-0.05243214265409195,0.29162628817185904,True,max_share_ge_05pct,GeoJSON max shape share in CBD >= 5%
2025-04-01,0.18705985531803293,-0.052749145653716904,0.23980900097174984,True,max_share_ge_05pct,GeoJSON max shape share in CBD >= 5%
2025-05-01,-0.013681632548211198,-0.05213561609435663,0.03845398354614543,True,max_share_ge_05pct,GeoJSON max shape share in CBD >= 5%
2025-06-01,0.1139431711438963,-0.013922103358679314,0.12786527450257562,True,max_share_ge_05pct,GeoJSON max shape share in CBD >= 5%
2025-07-01,0.13419840971160912,0.0166639709982008,0.11753443871340832,True,max_share_ge_05pct,GeoJSON max shape share in CBD >= 5%
2025-08-01,0.2940322570700662,0.07220149982795519,0.221830757242111,True,max_share_ge_05pct,GeoJSON max shape share in CBD >= 5%
2025-09-01,-0.18253926197290493,-0.006784477626021784,-0.17575478434688316,True,max_share_ge_05pct,GeoJSON max shape share in CBD >= 5%
2025-10-01,-0.0649918095401878,-0.031280072697470435,-0.03371173684271736,True,max_share_ge_05pct,GeoJSON max shape share in CBD >= 5%
2025-11-01,-0.031012024346382283,0.011027219959187767,-0.04203924430557005,True,max_share_ge_05pct,GeoJSON max shape share in CBD >= 5%
2025-12-01,0.023756197201342033,-0.053188681545713906,0.07694487874705594,True,max_share_ge_05pct,GeoJSON max shape share in CBD >= 5%
2026-01-01,0.22442837139239025,-0.059749862752446994,0.2841782341448372,True,max_share_ge_05pct,GeoJSON max shape share in CBD >= 5%
2026-02-01,-0.14812119006612967,-0.05962666591392178,-0.08849452415220789,True,max_share_ge_05pct,GeoJSON max shape share in CBD >= 5%
2026-03-01,0.1415222099342648,-0.034856801349760325,0.1763790112840251,True,max_share_ge_05pct,GeoJSON max shape share in CBD >= 5%
2026-04-01,0.10910404267042306,-0.09656099231870637,0.2056650349891294,True,max_share_ge_05pct,GeoJSON max shape share in CBD >= 5%
2026-05-01,-0.021502701369501942,-0.14326470004444877,0.12176199867494683,True,max_share_ge_05pct,GeoJSON max shape share in CBD >= 5%
2023-08-01,0.24909836780007932,-0.0030762814833700837,0.2521746492834494,False,max_share_ge_10pct,GeoJSON max shape share in CBD >= 10%
2023-09-01,-0.22118598713576887,-0.06834487553609929,-0.15284111159966957,False,max_share_ge_10pct,GeoJSON max shape share in CBD >= 10%
2023-10-01,-0.15102875442220043,-0.07471239340166148,-0.07631636102053894,False,max_share_ge_10pct,GeoJSON max shape share in CBD >= 10%
2023-11-01,-0.13083924680185888,-0.05728390546199986,-0.07355534133985903,False,max_share_ge_10pct,GeoJSON max shape share in CBD >= 10%
2023-12-01,-0.07277893709723404,-0.11169679553077021,0.038917858433536165,False,max_share_ge_10pct,GeoJSON max shape share in CBD >= 10%
2024-01-01,0.13376922958729498,0.10142479788917108,0.0323444316981239,False,max_share_ge_10pct,GeoJSON max shape share in CBD >= 10%
2024-02-01,0.11232504870559712,0.0919879795514662,0.020337069154130916,False,max_share_ge_10pct,GeoJSON max shape share in CBD >= 10%
2024-03-01,0.011256460036614513,0.055958742249450154,-0.04470228221283564,False,max_share_ge_10pct,GeoJSON max shape share in CBD >= 10%
2024-04-01,0.0012866960684529971,-0.011915352789439258,0.013202048857892255,False,max_share_ge_10pct,GeoJSON max shape share in CBD >= 10%
2024-05-01,-0.16157993096218792,-0.12872152761606795,-0.032858403346119974,False,max_share_ge_10pct,GeoJSON max shape share in CBD >= 10%
2024-06-01,0.0280494603945991,0.12982734515216332,-0.10177788475756422,False,max_share_ge_10pct,GeoJSON max shape share in CBD >= 10%
2024-07-01,0.25200128764244134,0.0816090412346426,0.17039224640779874,False,max_share_ge_10pct,GeoJSON max shape share in CBD >= 10%
2024-08-01,0.3465733158503026,0.11337545026649076,0.23319786558381184,False,max_share_ge_10pct,GeoJSON max shape share in CBD >= 10%
2024-09-01,-0.17493730248029493,-0.18054539313951318,0.0056080906592182456,False,max_share_ge_10pct,GeoJSON max shape share in CBD >= 10%
2024-10-01,-0.11925467516004495,0.07235207324123868,-0.19160674840128364,False,max_share_ge_10pct,GeoJSON max shape share in CBD >= 10%
2024-11-01,-0.10651331146525145,0.01666618359999307,-0.12317949506524452,False,max_share_ge_10pct,GeoJSON max shape share in CBD >= 10%
2024-12-01,0.0037582794394577235,-0.026905088225702662,0.030663367665160386,False,max_share_ge_10pct,GeoJSON max shape share in CBD >= 10%
2025-01-01,0.3140772580767255,-0.18106612646972936,0.49514338454645485,True,max_share_ge_10pct,GeoJSON max shape share in CBD >= 10%
2025-02-01,0.40731441156439274,-0.020008791371222447,0.4273232029356152,True,max_share_ge_10pct,GeoJSON max shape share in CBD >= 10%
2025-03-01,0.23737201646319406,-0.05696330758595454,0.2943353240491486,True,max_share_ge_10pct,GeoJSON max shape share in CBD >= 10%
2025-04-01,0.1854077965191383,-0.05754937806683976,0.24295717458597807,True,max_share_ge_10pct,GeoJSON max shape share in CBD >= 10%
2025-05-01,-0.009103060555303522,-0.05577049820596683,0.04666743765066331,True,max_share_ge_10pct,GeoJSON max shape share in CBD >= 10%
2025-06-01,0.11392934582009051,-0.02005823750127466,0.13398758332136518,True,max_share_ge_10pct,GeoJSON max shape share in CBD >= 10%
2025-07-01,0.12628537601495182,0.013743259616925211,0.11254211639802661,True,max_share_ge_10pct,GeoJSON max shape share in CBD >= 10%
2025-08-01,0.2874825807102406,0.06856216116895503,0.21892041954128555,True,max_share_ge_10pct,GeoJSON max shape share in CBD >= 10%
2025-09-01,-0.16399423414275294,-0.007464925472505796,-0.15652930867024714,True,max_share_ge_10pct,GeoJSON max shape share in CBD >= 10%
2025-10-01,-0.04665720491167491,-0.03335008625409979,-0.013307118657575119,True,max_share_ge_10pct,GeoJSON max shape share in CBD >= 10%
2025-11-01,-0.010026331408249156,0.008072743546289148,-0.018099074954538302,True,max_share_ge_10pct,GeoJSON max shape share in CBD >= 10%
2025-12-01,0.040061292922271896,-0.05339527722847591,0.0934565701507478,True,max_share_ge_10pct,GeoJSON max shape share in CBD >= 10%
2026-01-01,0.240399639219528,-0.06105202295401989,0.3014516621735479,True,max_share_ge_10pct,GeoJSON max shape share in CBD >= 10%
2026-02-01,-0.12305053558314238,-0.06375801065145364,-0.05929252493168874,True,max_share_ge_10pct,GeoJSON max shape share in CBD >= 10%
2026-03-01,0.156695344479731,-0.038657735451465426,0.1953530799311964,True,max_share_ge_10pct,GeoJSON max shape share in CBD >= 10%
2026-04-01,0.12013216262059956,-0.09908609262712473,0.2192182552477243,True,max_share_ge_10pct,GeoJSON max shape share in CBD >= 10%
2026-05-01,-0.004065383857740024,-0.14112074927363474,0.13705536541589472,True,max_share_ge_10pct,GeoJSON max shape share in CBD >= 10%
2023-08-01,0.16109200333868134,0.016289446594060588,0.14480255674462075,False,max_share_ge_25pct,GeoJSON max shape share in CBD >= 25%
2023-09-01,-0.1462486987102194,-0.03584933456723777,-0.11039936414298163,False,max_share_ge_25pct,GeoJSON max shape share in CBD >= 25%
2023-10-01,-0.09951261287912505,-0.06615886196778525,-0.0333537509113398,False,max_share_ge_25pct,GeoJSON max shape share in CBD >= 25%
2023-11-01,-0.05069667486756302,-0.03268169533719749,-0.01801497953036553,False,max_share_ge_25pct,GeoJSON max shape share in CBD >= 25%
2023-12-01,-0.041371613626983716,-0.05251498098908263,0.011143367362098915,False,max_share_ge_25pct,GeoJSON max shape share in CBD >= 25%
2024-01-01,0.1407777720333554,0.12581297315470139,0.014964798878654012,False,max_share_ge_25pct,GeoJSON max shape share in CBD >= 25%
2024-02-01,0.08514562899632239,0.08134576114384341,0.0037998678524789747,False,max_share_ge_25pct,GeoJSON max shape share in CBD >= 25%
2024-03-01,0.054357687778942676,0.07065134732865626,-0.016293659549713582,False,max_share_ge_25pct,GeoJSON max shape share in CBD >= 25%
2024-04-01,0.010699580664414121,-0.0349591236873154,0.04565870435172952,False,max_share_ge_25pct,GeoJSON max shape share in CBD >= 25%
2024-05-01,-0.10066490277426876,-0.07956409466238762,-0.021100808111881142,False,max_share_ge_25pct,GeoJSON max shape share in CBD >= 25%
2024-06-01,0.0008915646860891968,0.07908810300728736,-0.07819653832119816,False,max_share_ge_25pct,GeoJSON max shape share in CBD >= 25%
2024-07-01,0.09238799571350764,0.037832977817780264,0.05455501789572738,False,max_share_ge_25pct,GeoJSON max shape share in CBD >= 25%
2024-08-01,0.16803861198980918,0.06480614829820434,0.10323246369160484,False,max_share_ge_25pct,GeoJSON max shape share in CBD >= 25%
2024-09-01,-0.15597810955028013,-0.16097968934505652,0.00500157979477639,False,max_share_ge_25pct,GeoJSON max shape share in CBD >= 25%
2024-10-01,-0.09046452778134206,-0.0025988801475810425,-0.08786564763376102,False,max_share_ge_25pct,GeoJSON max shape share in CBD >= 25%
2024-11-01,-0.016066591531076924,-0.00260026227168993,-0.013466329259386994,False,max_share_ge_25pct,GeoJSON max shape share in CBD >= 25%
2024-12-01,-0.012387113480267331,-0.007919834369206031,-0.0044672791110613,False,max_share_ge_25pct,GeoJSON max shape share in CBD >= 25%
2025-01-01,0.2281423118370265,-0.09763572889920574,0.32577804073623223,True,max_share_ge_25pct,GeoJSON max shape share in CBD >= 25%
2025-02-01,0.15910566542995763,0.0019335573468877015,0.15717210808306992,True,max_share_ge_25pct,GeoJSON max shape share in CBD >= 25%
2025-03-01,0.1781092038552945,-0.008520119359780408,0.18662932321507492,True,max_share_ge_25pct,GeoJSON max shape share in CBD >= 25%
2025-04-01,0.11236775496548379,-0.011133807723022781,0.12350156268850657,True,max_share_ge_25pct,GeoJSON max shape share in CBD >= 25%
2025-05-01,-0.009369617011975251,0.007214270804477454,-0.016583887816452706,True,max_share_ge_25pct,GeoJSON max shape share in CBD >= 25%
2025-06-01,0.06654008090167807,0.02218183901574071,0.04435824188593736,True,max_share_ge_25pct,GeoJSON max shape share in CBD >= 25%
2025-07-01,0.09813676617192701,0.029073438030520395,0.06906332814140662,True,max_share_ge_25pct,GeoJSON max shape share in CBD >= 25%
2025-08-01,0.21328638717999038,0.09494422934777927,0.11834215783221111,True,max_share_ge_25pct,GeoJSON max shape share in CBD >= 25%
2025-09-01,-0.06731529266035263,-0.026923966990479786,-0.04039132566987284,True,max_share_ge_25pct,GeoJSON max shape share in CBD >= 25%
2025-10-01,0.013262549394971401,-0.04864950822279314,0.06191205761776454,True,max_share_ge_25pct,GeoJSON max shape share in CBD >= 25%
2025-11-01,0.06357738678661917,0.017149476290903104,0.04642791049571607,True,max_share_ge_25pct,GeoJSON max shape share in CBD >= 25%
2025-12-01,0.0725678992267289,-0.025737918740713777,0.09830581796744269,True,max_share_ge_25pct,GeoJSON max shape share in CBD >= 25%
2026-01-01,0.24358091918644487,-0.08677694350807286,0.3303578626945177,True,max_share_ge_25pct,GeoJSON max shape share in CBD >= 25%
2026-02-01,-0.055057373906394425,-0.1198085276251685,0.06475115371877407,True,max_share_ge_25pct,GeoJSON max shape share in CBD >= 25%
2026-03-01,0.18900300485275068,-0.09506730518439829,0.284070310037149,True,max_share_ge_25pct,GeoJSON max shape share in CBD >= 25%
2026-04-01,0.11694320360852295,-0.14701878765570478,0.2639619912642277,True,max_share_ge_25pct,GeoJSON max shape share in CBD >= 25%
2026-05-01,0.031909854754283984,-0.12215596834428823,0.1540658230985722,True,max_share_ge_25pct,GeoJSON max shape share in CBD >= 25%
2023-08-01,0.16422752114678918,0.03530838349928467,0.1289191376475045,False,max_share_ge_50pct,GeoJSON max shape share in CBD >= 50%
2023-09-01,-0.14149480883381038,-0.030952147916394022,-0.11054266091741635,False,max_share_ge_50pct,GeoJSON max shape share in CBD >= 50%
2023-10-01,-0.09500549352120657,-0.062090903808937,-0.03291458971226958,False,max_share_ge_50pct,GeoJSON max shape share in CBD >= 50%
2023-11-01,-0.0459004732722752,-0.035629645161986814,-0.010270828110288385,False,max_share_ge_50pct,GeoJSON max shape share in CBD >= 50%
2023-12-01,-0.03007660845555815,-0.05061770047101251,0.020541092015454357,False,max_share_ge_50pct,GeoJSON max shape share in CBD >= 50%
2024-01-01,0.13507452513307694,0.12022651283073676,0.014848012302340174,False,max_share_ge_50pct,GeoJSON max shape share in CBD >= 50%
2024-02-01,0.06909807655677724,0.0674571003010726,0.0016409762557046403,False,max_share_ge_50pct,GeoJSON max shape share in CBD >= 50%
2024-03-01,0.053902139059828436,0.06984715427947187,-0.015945015219643435,False,max_share_ge_50pct,GeoJSON max shape share in CBD >= 50%
2024-04-01,0.014017598279817634,-0.031129694213197532,0.04514729249301516,False,max_share_ge_50pct,GeoJSON max shape share in CBD >= 50%
2024-05-01,-0.08207565008199325,-0.06899306716302259,-0.013082582918970659,False,max_share_ge_50pct,GeoJSON max shape share in CBD >= 50%
2024-06-01,-0.009077721649496162,0.06324195249105737,-0.07231967414055353,False,max_share_ge_50pct,GeoJSON max shape share in CBD >= 50%
2024-07-01,0.06413317950165798,0.032272127545917836,0.03186105195574014,False,max_share_ge_50pct,GeoJSON max shape share in CBD >= 50%
2024-08-01,0.1333692883486135,0.038975892766181006,0.0943933955824325,False,max_share_ge_50pct,GeoJSON max shape share in CBD >= 50%
2024-09-01,-0.1680649494744717,-0.15648439644530993,-0.011580553029161778,False,max_share_ge_50pct,GeoJSON max shape share in CBD >= 50%
2024-10-01,-0.07077274214803086,0.0003868693753923125,-0.07115961152342318,False,max_share_ge_50pct,GeoJSON max shape share in CBD >= 50%
2024-11-01,0.008246151342442332,-6.391569096339186e-05,0.008310067033405723,False,max_share_ge_50pct,GeoJSON max shape share in CBD >= 50%
2024-12-01,0.0003999680678345996,0.008245477781704457,-0.007845509713869858,False,max_share_ge_50pct,GeoJSON max shape share in CBD >= 50%
2025-01-01,0.2217169706716957,-0.07000234248907358,0.29171931316076927,True,max_share_ge_50pct,GeoJSON max shape share in CBD >= 50%
2025-02-01,0.09414670092735644,0.019133442315645975,0.07501325861171046,True,max_share_ge_50pct,GeoJSON max shape share in CBD >= 50%
2025-03-01,0.17005660743294904,0.02014481229714345,0.14991179513580558,True,max_share_ge_50pct,GeoJSON max shape share in CBD >= 50%
2025-04-01,0.1115203838032155,0.015665138432844235,0.09585524537037127,True,max_share_ge_50pct,GeoJSON max shape share in CBD >= 50%
2025-05-01,0.003709183575018926,0.03883136524457721,-0.035122181669558286,True,max_share_ge_50pct,GeoJSON max shape share in CBD >= 50%
2025-06-01,0.07420651547942825,0.040462964581139425,0.03374355089828882,True,max_share_ge_50pct,GeoJSON max shape share in CBD >= 50%
2025-07-01,0.11165075068023977,0.036989152604838586,0.07466159807540118,True,max_share_ge_50pct,GeoJSON max shape share in CBD >= 50%
2025-08-01,0.22040590213867972,0.10152587832426982,0.1188800238144099,True,max_share_ge_50pct,GeoJSON max shape share in CBD >= 50%
2025-09-01,-0.04994391292193168,-0.018437707362616858,-0.03150620555931482,True,max_share_ge_50pct,GeoJSON max shape share in CBD >= 50%
2025-10-01,0.01959553390807578,-0.03020355220681776,0.04979908611489354,True,max_share_ge_50pct,GeoJSON max shape share in CBD >= 50%
2025-11-01,0.0728639056441791,0.027777231911397422,0.04508667373278168,True,max_share_ge_50pct,GeoJSON max shape share in CBD >= 50%
2025-12-01,0.09635408354376374,-0.018106690669618924,0.11446077421338266,True,max_share_ge_50pct,GeoJSON max shape share in CBD >= 50%
2026-01-01,0.25050431441789023,-0.08545697358791333,0.33596128800580355,True,max_share_ge_50pct,GeoJSON max shape share in CBD >= 50%
2026-02-01,-0.05776561347734255,-0.11324092456916283,0.05547531109182029,True,max_share_ge_50pct,GeoJSON max shape share in CBD >= 50%
2026-03-01,0.21105711954394746,-0.08783834619601424,0.29889546573996173,True,max_share_ge_50pct,GeoJSON max shape share in CBD >= 50%
2026-04-01,0.13247882134101285,-0.14411047143143513,0.276589292772448,True,max_share_ge_50pct,GeoJSON max shape share in CBD >= 50%
2026-05-01,0.0248747879187734,-0.1213429993455441,0.1462177872643175,True,max_share_ge_50pct,GeoJSON max shape share in CBD >= 50%
2023-08-01,0.1549379827557118,0.027839821088404715,0.12709816166730709,False,max_share_ge_80pct,GeoJSON max shape share in CBD >= 80%
2023-09-01,-0.12556434407456063,-0.03244702330593622,-0.09311732076862442,False,max_share_ge_80pct,GeoJSON max shape share in CBD >= 80%
2023-10-01,-0.09093455612129198,-0.05275923604311433,-0.038175320078177644,False,max_share_ge_80pct,GeoJSON max shape share in CBD >= 80%
2023-11-01,-0.02530246824123239,-0.039474076027818265,0.014171607786585876,False,max_share_ge_80pct,GeoJSON max shape share in CBD >= 80%
2023-12-01,-0.011169973940896583,-0.01473412842503908,0.003564154484142497,False,max_share_ge_80pct,GeoJSON max shape share in CBD >= 80%
2024-01-01,0.18114967673138427,0.15893179744999003,0.022217879281394237,False,max_share_ge_80pct,GeoJSON max shape share in CBD >= 80%
2024-02-01,0.06458692602028915,0.05388147326832543,0.010705452751963718,False,max_share_ge_80pct,GeoJSON max shape share in CBD >= 80%
2024-03-01,0.01913040976602609,0.050240399472899246,-0.031109989706873155,False,max_share_ge_80pct,GeoJSON max shape share in CBD >= 80%
2024-04-01,0.01967377255143976,-0.03817755026859486,0.05785132282003462,False,max_share_ge_80pct,GeoJSON max shape share in CBD >= 80%
2024-05-01,-0.10862201933770876,-0.06487788604097706,-0.0437441332967317,False,max_share_ge_80pct,GeoJSON max shape share in CBD >= 80%
2024-06-01,-0.03497692398393415,0.045272175368887,-0.08024909935282115,False,max_share_ge_80pct,GeoJSON max shape share in CBD >= 80%
2024-07-01,0.0494784354325537,0.02535384983122743,0.024124585601326274,False,max_share_ge_80pct,GeoJSON max shape share in CBD >= 80%
2024-08-01,0.11040509061670889,0.025446858314203322,0.08495823230250557,False,max_share_ge_80pct,GeoJSON max shape share in CBD >= 80%
2024-09-01,-0.10966209700558682,-0.10949530461085458,-0.00016679239473224583,False,max_share_ge_80pct,GeoJSON max shape share in CBD >= 80%
2024-10-01,-0.07891654462730191,-0.0032484418514792945,-0.07566810277582262,False,max_share_ge_80pct,GeoJSON max shape share in CBD >= 80%
2024-11-01,0.010950987576721083,-0.01207240763388942,0.023023395210610503,False,max_share_ge_80pct,GeoJSON max shape share in CBD >= 80%
2024-12-01,-0.025164354118328625,-0.019680320586240672,-0.005484033532087953,False,max_share_ge_80pct,GeoJSON max shape share in CBD >= 80%
2025-01-01,0.27676691789631924,-0.09007412766897174,0.36684104556529096,True,max_share_ge_80pct,GeoJSON max shape share in CBD >= 80%
2025-02-01,0.1837480527225086,-0.01927505758393601,0.2030231103064446,True,max_share_ge_80pct,GeoJSON max shape share in CBD >= 80%
2025-03-01,0.18958165189203058,-0.02714983409770054,0.21673148598973113,True,max_share_ge_80pct,GeoJSON max shape share in CBD >= 80%
2025-04-01,0.14576405770829748,-0.028450203838914178,0.17421426154721165,True,max_share_ge_80pct,GeoJSON max shape share in CBD >= 80%
2025-05-01,0.0005706904796998202,-0.00266168854254959,0.0032323790222494103,True,max_share_ge_80pct,GeoJSON max shape share in CBD >= 80%
2025-06-01,0.0726356363625209,-0.0006817044098433866,0.07331734077236429,True,max_share_ge_80pct,GeoJSON max shape share in CBD >= 80%
2025-07-01,0.11313900820596157,0.01324054651103998,0.09989846169492159,True,max_share_ge_80pct,GeoJSON max shape share in CBD >= 80%
2025-08-01,0.23753653672268094,0.06568792016541963,0.1718486165572613,True,max_share_ge_80pct,GeoJSON max shape share in CBD >= 80%
2025-09-01,0.004672428517730864,-0.036253520489479114,0.04092594900720998,True,max_share_ge_80pct,GeoJSON max shape share in CBD >= 80%
2025-10-01,-0.0064529805321811295,-0.05623739836132508,0.04978441782914395,True,max_share_ge_80pct,GeoJSON max shape share in CBD >= 80%
2025-11-01,0.053845349388275565,0.00677303739997322,0.04707231198830235,True,max_share_ge_80pct,GeoJSON max shape share in CBD >= 80%
2025-12-01,0.04443488665991335,-0.03688028003935857,0.08131516669927193,True,max_share_ge_80pct,GeoJSON max shape share in CBD >= 80%
2026-01-01,0.2878440667510809,-0.08765993309916853,0.3755039998502494,True,max_share_ge_80pct,GeoJSON max shape share in CBD >= 80%
2026-02-01,-0.04541136943447821,-0.13197614341919373,0.08656477398471552,True,max_share_ge_80pct,GeoJSON max shape share in CBD >= 80%
2026-03-01,0.19014172619976133,-0.09766842105292234,0.28781014725268367,True,max_share_ge_80pct,GeoJSON max shape share in CBD >= 80%
2026-04-01,0.11092238647082109,-0.1596921147497515,0.2706145012205726,True,max_share_ge_80pct,GeoJSON max shape share in CBD >= 80%
